"Product Name",Description,"Image Link",Price,Rating,"Merchant Name"
"HP MURAH HANDPHONE JADUL NOKIA 105 2017 DUAL SIM CARD GARANSI DISKON","BARANG READY STOCK SILAHKAN DIPESAN SAJA.
BURUAN DIORDER SEBELUM KEHABISAN!!

WARNA: HITAM, PUTIH, BIRU
MOHON CANTUMKAN 2 WARNA ( WARNA CADANGAN)

PRODUK BARU, BUKAN REKONDISI/SECOND
FULL SET BARU SEMUA

SUPERCOPY 99.9% GRADE AAA
GARANSI 3 HARI SEJAK DITERIMA

Nokia jadul 105 2017 GSM bahasa indonesia new

Nokia jadul murah & bergaransi
- hp dual sim
- battery
- new charger
- box dus

Stock Ready !
Silahkan Di Order Ya Sebelum Kehabisan.","https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/8/15/6ddbe16c-c862-416f-9867-37f03f2ecf81.jpg.webp?ect=4g",135000.0,5.0,TokoWingAcc
"XIAOMI REDMI 4A 2/16 GB","XIAOMI REDMI 4A
RAM 2GB ROM 16GB

WARNA : GOLD BLACK (Mohon untuk menanyakan stock warna kepada admin)

*Sudah bahasa indonesia dan play store
*Bisa di bantu claim garansi ke service center
*Garansi tidak berlaku jika human rusak/eror seperti yang disebutkan diatas

SPESIFIKASI :

NETWORK Technology
GSM / HSPA / LTE
LAUNCH Announced 2016, November
Status Available. Released 2016, November
BODY Dimensions 139.9 x 70.4 x 8.5 mm (5.51 x 2.77 x 0.33 in)
Weight 131.5 g (4.66 oz)
Build Plastic body
SIM Hybrid Dual SIM (Nano-SIM/ Micro-SIM, dual stand-by)
DISPLAY Type IPS LCD capacitive touchscreen, 16M colors
Size 5.0 inches, 68.0 cm2 (~69.0% screen-to-body ratio)
Resolution 720 x 1280 pixels, 16:9 ratio (~296 ppi density)
PLATFORM OS Android 6.0.1 (Marshmallow); MIUI 10
Chipset Qualcomm MSM8917 Snapdragon 425 (28 nm)
CPU Quad-core 1.4 GHz Cortex-A53
GPU Adreno 308
MEMORY Card slot microSD, up to 256 GB (uses shared SIM slot)
Internal 1 GB, 2 GB RAM
MAIN CAMERA Single 13 MP, f/2.2, AF
Features LED flash, HDR, panorama
Video 1080p@30fps
SELFIE CAMERA Single 5 MP, f/2.2
Video
SOUND Loudspeaker Yes
3.5mm jack Yes
Active noise cancellation with dedicated mic
COMMS WLAN Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot
Bluetooth 4.1, A2DP, LE
GPS Yes, with A-GPS, GLONASS, BDS
Infrared port Yes
Radio FM radio
USB microUSB 2.0
FEATURES Sensors Accelerometer, gyro, proximity
BATTERY Non-removable Li-Ion 3120 mAh battery

KELENGKAPAN BARANG :
1. kelengkapan FULLSET dr pabrik
2. kartu
3. Segel garansi 1 Tahun

Garansi tidak berlaku jika ditemukan HUMAN ERROR, seperti:
1. Terkena cairan
2. Segel Rusak/Hilang
3. Unit lecet
4. Terbakar
5. Terjatuh
6. Human error (Kesalahan Pengguna)

Ketentuan Return:
1. Garansi full 1 Tahun Distributor
2. Aksesoris tidak ada garansi.
3. Barang yang di return harus dalam keadaan seperti baru, tidak lecet, dan lengkap
4. Returan semua diganti barang baru dengan TIPE YANG SAMA (kondisi mulus)
5. Ongkos kirim & retur sepenuhnya di tanggung pembeli","https://images.tokopedia.net/img/cache/500-square/VqbcmM/2020/12/21/7d267a8c-f752-44ae-b491-081044ad0fc5.jpg.webp?ect=4g",535000.0,4.2,daystore_id
"OPPO Reno 6 varian 8/128 Garansi Resmi","Open PO ya. Barang baru dan segel !
cuman hari ini Harga Normal 5.199.000 Barang resmi OPPO Indonesia Bukan barang Demo! Garansi 1 tahun untuk unit Garansi 6 bulan untuk accesoris Harap untuk divideo waktu unboxing paket, kami tidak menerima komplain tanpa video unboxing - Barang yang sudah dibeli tidak dapat ditukar atau di kembalikan, kecuali ada cacat barang saat baru dibuka - Batas waktu pengajuan komplain 1x24 jam - Membeli = setuju","https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/8/4/8043838d-aeee-4926-a106-70b842a2e936.jpg.webp?ect=4g",3950000.0,4.9,"Toko GadgetSecond"
"iphone xr 64gb","jaringan aman 💯
Bisa pakai semua kartu / all provider
Disini kami Prioritaskan KEAMANAN


Ready iP XR 64GB
pilihan warna : coral
kondisi unit mulus 90-95%
icloud kosong. bebas reset. bebas update terbaik
all unit fungsi normal lancar jaya
LCD original bawaan 100%
KESEHATAN BH DIATAS 85%
garansi toko 1 minggu
segel rusak / hilang garansi hangus
fullset (lengkap) acc oem hfi konek blueetooth

Note : perlengkapan aksesoris OEM artinya bukan original bawaan. seperti Adapter / Kabel / Headset tidak ada garansi 🙏","https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/5/5/bfea7ff8-4950-41c9-83d8-735e535930b4.jpg.webp?ect=4g",5050000.0,4.9,"Mobile Store88"
"xiomi/redmi 3s fingerprint 2/16gb","Budayakan membaca :
Setiap penerimaan paket harap di unboxing secara divideokan !
Apabila ada komplain tanpa video tersebut akan dinyatakan tidak sah !

ga perlu tanya lg gan selama msh tayang, stock slalu ready!

rom 2gb
ram 16gb
fingerprint
Dengan layar 5.0"" inchi(720×1280 pixels)
Camera 13MP-5MP
Ram 2GB Rom 16GB
Battery 4100 mAh
Snapdragon 430
Body Dimensions (139.3×69.6×8.5mm(5.48×2.74×0.33 in)
Weight 144g(5.08oz)

GARANSI TOKO AKAN VOID(HANGUS) JIKA HUMAN ERROR SEPERTI :
- Terjatuh
- Terbakar
- Segel rusak/hilang
- Terkena cairan

Harap baca ketentuan dan syarat retur barang di toko kami :
1) kami tidak akan proses retur barang jika masih ada MI cloud
2) barang saat diretur harus sama seperti waktu kami kirim dan segel masih utuh
3) ongkos kirim dan retur sepenuhnya ditanggung pembeli
4) garansi dari kami 3 hari setelah barang sampai dan berlaku jika segel masih utuh dan bukan kesalahan dari pengguna sendiri

Catatan:
- MOHON DIBACA DAHULU SEBELUM MELAKUKAN TRANSAKSI
- REVIEW ATAU COMMENT NEGATIVE PADA LAPAK GARANSI JUGA VOID (HANGUS)","https://images.tokopedia.net/img/cache/500-square/VqbcmM/2020/12/11/50e669cb-11e6-49c2-b893-3d04bb8171b8.jpg.webp?ect=4g",620000.0,4.9,indoponsel8
"XIAOMI Mi POCO X3 Pro 6/128GB NFC Snapdragon™ 860 48MP 5160mAh - Metal Bronze","Xiaomi Official Store Garansi Resmi
POCO X3 Pro memiliki teknologi memori UFS 3.1 yang ditingkatkan, POCO X3 Pro menawarkan kecepatan baca dan tulis yang tajam.
POCO X3 Pro menggunakan Teknologi LiquidCool 1.0 Plus.

POCO X3 Pro memiliki Rasio refresh rate 120Hz. Pada refresh rate layar tinggi 120Hz, kamu tidak akan pernah tertinggal. Nikmati gerakan lancar yang mulus dalam game penuh aksi dan tetap menjadi yang terdepan dalam persaingan.

POCO X3 Pro dilengkapi dengan Corning® Gorilla® Glass 6 Tahan jatuh dari ketinggian hingga 1,6m ke permukaan yang keras dan kasar. Peningkatan ketahanan gores Peningkatan hingga 2x dibandingkan dengan aluminosilikat alternatif*.

POCO X3 Pro memiliki Baterai 5160mAh. 11 jam bermain game, 18 jam perekaman video, 110 jam pemutaran musik*. Pengisian daya cepat 33W Dengan pengisian daya cepat 33W, POCO X3 Pro dapat dihidupkan dengan cepat, memastikan bahwa kamu selalu siap sedia. Jangan biarkan pengisian daya yang lambat memperlambat kamu! 30 menit untuk isi daya hingga 59%, 50 menit untuk isi daya hingga 100%.
POCO X3 Pro juga dilengkapi dengan NFC*, IR Blaster, IP53, 3,5mm headphone jack.

Spesifikasi

Penyimpanan & RAM
6+128GB/ 8+256GB
LPDDR4X+UFS 3.1
*Penyimpanan dan RAM yang tersedia lebih sedikit dari total memori dikarenakan penyimpanan operasi sistem dan pra-instal software di perangkat.
*Konfigurasi yang tersedia bervariasi antar daerah.
Dimensi
Tinggi: 165,3 mm
Lebar: 76,8 mm
Ketebalan: 9,4 mm
Berat: 215g
Kamera Depan
20MP kamera depan dalam layar f/2.2 1,6μm piksel besar (4-in-1)
Fitur Video & Fotografi
Mode malam
Dual video
Jaringan Nirkabel
Wi-Fi 5
Mendukung 2,4GHz Wi-Fi/5GHz Wi-Fi
Bluetooth 5.0
Sensor
Sensor jarak | Sensor cahaya sekitar | Akselerometer | Giroskop | Kompas elektronik | Motor getaran | IR blaster
Sistem operasi
MIUI 12 berbasis POCO
Isi Paket Pembelian

POCO X3 Pro
Adaptor
Kabel USB Tipe-C
Alat SIM Ejektor
Case Pelindung
Panduan Pengguna
Kartu Garansi","https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/8/2/dd207cce-3475-497c-9a8c-3ba8e382d722.png.webp?ect=4g",3499000.0,4.9,"Xiaomi Official Store"
"Iphone XR Garansi Resmi Ibox - Hitam, 64 New Package","Promo Price sesuai stok yang tersedia
Unit baru dan terbatas
Silahkan cekout jika stok masih ada


Iphone XR - Garansi Resmi Apple
Green Peel
New Product
Garansi Resmi Apple indonesia

Product Air Pods pro Garansi Resmi
mungkin anda menyukainya


- Prodak Garansi 364 Hari
( Tidak Sampai Setahun )
Pada saat Aktifasi Connect Wifi

yang dipake dan diliat saat Claimb Garansi Adalah
Tgl Estimasi Expired Atau Nota Pembelian

Mohon Melalukan Pengecekan pada saat pembelian - sebelum Aktifasi

Untuk Pengecekan Bisa untuk Link
https://checkcoverage.apple.com

Perhatian !!
Mohon teliti pada saat menerima produk ,
Silahkan lalukan pengecekan status aktivasi terlebih dahulu , melalui link di bawah ini :
https://checkcoverage.apple.com/

Garansi Resmi
Tidak ada Garansi Toko
Dengan Mengaktifkan Prodak , Pembeli Wajib Mengikuti Kebijakan
Dan Garansi yg tertera

jam Operasional kami setiap harinya jam 11:30 - 18:30 Wib .
untuk pengiriman Gosend/ Grab maksimal setiap harinya terakhir jam 15:45Wib

prodak harus di asuransikan dari pihak penjual dan penbeli.
imei terdaftar di menki info.


ulasan Toko:


Prodak Prodak Lainnya:
PowerBank Original


Tambahkan Apple Adapter:


Tambahkan Apple Earpods:


Tambahkan Silikon:


Tambahkan Tempered Glass:


Tambahkan Lamina Tempered Glass:


Tambahkan Anti Gores Hydrogel:","https://images.tokopedia.net/img/cache/500-square/attachment/2021/3/24/65580410/65580410_85c2e463-77ee-4b49-9961-b1ab60aa6fef.jpg.webp?ect=4g",7249000.0,5.0,"Cv.Sentra inti pratama"
"XIAOMI POCOPHONE POCO F3 5G - NFC - 8GB 256GB 8/256 - SNAPDRAGON 870 - Deep Ocean Blue","XIAOMI POCOPHONE POCO F3 5G 8/256GB

GARANSI RESMI XIAOMI INDONESIA
IMEI TERDAFTAR DI WEBSITE KEMENPERIN

WARNA TERSEDIA SESUAI VARIAN
- Night Black
- Arctic White
- Deep Ocean Blue

Spesifikasi :

NETWORK Technology
GSM / HSPA / LTE / 5G
LAUNCH Announced 2021, March 22
Status Available. Released 2021, March 27
BODY Dimensions 163.7 x 76.4 x 7.8 mm (6.44 x 3.01 x 0.31 in)
Weight 196 g (6.91 oz)
Build Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), plastic frame
SIM Dual SIM (Nano-SIM, dual stand-by)
DISPLAY Type AMOLED, 120Hz, HDR10+, 1300 nits (peak)
Size 6.67 inches, 107.4 cm2 (~85.9% screen-to-body ratio)
Resolution 1080 x 2400 pixels, 20:9 ratio (~395 ppi density)
Protection Corning Gorilla Glass 5
PLATFORM OS Android 11, MIUI 12 for POCO
Chipset Qualcomm SM8250-AC Snapdragon 870 5G (7 nm)
CPU Octa-core (1x3.2 GHz Kryo 585 & 3x2.42 GHz Kryo 585 & 4x1.80 GHz Kryo 585)
GPU Adreno 650
MEMORY Card slot No
Internal 128GB 6GB RAM, 256GB 8GB RAM
UFS 3.1
MAIN CAMERA Triple 48 MP, f/1.8, 26mm (wide), 1/2"", 0.8µm, PDAF
8 MP, f/2.2, 119˚ (ultrawide)
5 MP, f/2.4, 50mm (macro), 1/5.0"", 1.12µm, AF
Features LED flash, HDR, panorama
Video 4K@30fps, 1080p@30/60/120/240/960fps, gyro-EIS
SELFIE CAMERA Single 20 MP, f/2.5, (wide), 1/3.4"", 0.8µm
Features HDR
Video 1080p@30fps, 720p@120fps
SOUND Loudspeaker Yes, with stereo speakers
3.5mm jack No
24-bit/192kHz audio
COMMS WLAN Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct, hotspot
Bluetooth 5.1, A2DP, LE
GPS Yes, with dual-band A-GPS, GLONASS, BDS, GALILEO, QZSS, NavIC
NFC Yes (market/region dependent)
Infrared port Yes
Radio No
USB USB Type-C 2.0, USB On-The-Go
FEATURES Sensors Fingerprint (side-mounted), accelerometer, gyro, proximity, compass, color spectrum
BATTERY Type Li-Po 4520 mAh, non-removable
Charging Fast charging 33W, 100% in 52 min (advertised)
Power Delivery 3.0
Quick Charge 3+
MISC Colors Arctic White, Night Black, Deep Ocean Blue","https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/5/13/ba35ca02-4cf1-4649-bf03-19a2ea6f6b50.png.webp?ect=4g",5399900.0,5.0,"Shopyz ID"
"iPhone SE 2 (2020) Garansi Resmi IBox - Hitam, 128 New Package","Perbedaan Full pack dan New Pack ,

Full pack
( Unit , Kabel , Adaptor , Earphone )

New pack / Slim Pack
(Unit dan Kabel)

Green Peel
Garansi Resmi Apple


Prodak Garansi 364 Hari
( Tidak Sampai Setahun )
Pada saat Aktifasi Connect Wifi

yang dipake dan diliat saat Claimb Garansi Adalah
Tgl Estimasi Expired Atau Nota Pembelian

Mohon Melalukan Pengecekan pada saat pembelian - sebelum Aktifasi

Untuk Pengecekan Bisa untuk Link
https://checkcoverage.apple.com/


Untuk Unit yg sudah Teraktifasi / Connect Wifi / Internet:

1.Tidak Ada pergantian Unit ,
Jika Mengalami Cacat Fisik atau Kerusakan Lainnya

2.Harap Baca syarat Dan Ketentuan yg berlaku Sebelum Melakukan Check Out

-Garansi Resmi Apple indonesia
-Garansi Sesuai S&K berlaku
-Prodak Green Peel


internal
64GB 3GB RAM,
128GB 3GB RAM
256GB 3GB RAM


untuk Type 7 Plus 128 GB


untuk Type 7 Plus 32 GB


Untuk Tempered GLass iphone 7 plus


Tambahkan Tempered Glass:


Tambahkan Silikon:


Tambahkan Anti Gores Hydrogel:","https://images.tokopedia.net/img/cache/500-square/VqbcmM/2020/11/10/2ac1aa56-7380-46ac-8d27-45d8103fa724.jpg.webp?ect=4g",7549000.0,5.0,"Cv.Sentra inti pratama"
"Xiaomi Mi 11 Lite 6/128GB NFC Snapdragon™ 732G Smartphone HP Android - Peach Pink","Xiaomi Mi 11 Lite

Xiaomi Official Store Garansi Resmi, IMEI Resmi Terdaftar di IMEI KEMENPERIN

Xiaomi Mi 11 Lite memiliki desain super tipis

Xiaomi Mi 11 Lite menggunakan sensor sidik jari samping melengkung. layar DotDisplay AMOLED 6,55


Xiaomi Mi 11 Lite dilengkapi dengan baterai besar 4250mAh (typ).

Xiaomi Mi 11 Lite menggunakan Speaker ganda dapatkan pengalaman audio lengkap. Dilengkapi juga dengan sensor sidik jari di bagian samping, NFC Multi-fungsi, dan Teknologi LiquidCool

Warranty 15 months

Spesifikasi

Penyimpanan & RAM
6GB+64GB
8GB+128GB
Penyimpanan LPDDR4X RAM+UFS 2.2 dengan Host Performance Booster

Dimensi
Tinggi: 160,53mm
Lebar: 75,73mm
Ketebalan: 6,81mm
Berat: 157g

Layar
DotDisplay AMOLED FHD+ 6,55”
kedalaman warna 10-bit
Rasio refresh: 60/90Hz
Mendukung mode Baca 3.0
Sensor cahaya ambien 360 derajat
Corning® Gorilla® Glass 5

Prosesor
Qualcomm® Snapdragon™ 732G
CPU:Qualcomm® Kryo™ 470, octa-core CPU, hingga 2,3GHz
GPU: GPU Qualcomm® Adreno™ 618

Baterai & Pengisian Daya
Baterai 4250mAh (umum)
USB-C
Mendukung pengisian daya cepat 33W
Pengisi daya cepat 33W disertakan dalam kemasan

Kamera
Kamera utama 64MP
Kamera ultra-wide angle 8MP
Kamera depan 16MP
Fitur fotografi kamera depan
Mode malam,Mode beruntun berpengaturan waktu,AI Beautify
Fitur video kamera depan
Mode Selfie Night

Keamanan
Sensor sidik jari samping berlengkung
Buka Kunci AI dengan Pengenalan Wajah
NFC
Mendukung NFC* Multifungsi
Mendukung Google Pay

Jaringan Nirkabel yang didukung
Mendukung protokol: Wi-Fi4, Wi-Fi 5, dan 802.11a/b/g
Mendukung WiFi Direct, WiFi Display
Bluetooth 5.1

Navigasi & Pemosisian
GPS: L1
Glonass: G1, Galileo: E1

AMR
Pemutaran video
Sistem Operasi
MIUI 12, Android 11
Sensor
Sensor jarak | Sensor cahaya ambien | Akselerometer | Girosk

Isi Kemasan
Mi 11 Lite | Adaptor | Kabel USB Tipe-C | Adaptor Headphone Tipe-C ke 3,5 mm | Alat pembuka SIM | Casing lembut | Panduan pengguna | Kartu garansi","https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/9/9/f7a35b2e-5125-47ff-97e2-bacf6165b2e5.jpg.webp?ect=4g",3799000.0,5.0,"Xiaomi Official Store"
"Samsung Galaxy A32 8/128GB 6/128GB Garansi Resmi 6 GB 8 GB 128 GB - 6GB 128GB, Non Bundle","Tersedia juga aksesoris kompatible dengan produk ini:
Anti Gores: https://www.tokopedia.com/distriponsel/anti-gores-jelly-tempered-glass-hydrogel-xiaomi-samsung-vivo-oppo-real
TWS: https://www.tokopedia.com/distriponsel/realme-buds-air-pro-garansi-resmi-realme-original-realme-tws
Powerbank:

Packing yang lebih aman (Opsional, untuk standar packing kami sudah memakai bubble wrap) :
Ekstra Bubble:
Packing Kayu:

Mengenai varian:
Non Bundle = Tidak dapat bonus yang seperti digambar
Bundle Headset = Dapat bonus headset Pioneer
Bundle Powerbank = Dapat bonus Realme Powerbank 2i
Bundle Hydrogel = Dapat bonus Anti Gores Hydrogel
Bundle Lengkap = Dapat semua bonus yang disebutkan diatas

HARAP DIBACA SEBELUM MEMBELI
WARNA READY: Hitam, Putih
CANTUMKAN PILIHAN WARNA PADA CATATAN UNTUK PENJUAL
BONUS AKAN DIKIRIMKAN SELAMA STOCK TERSEDIA

Belanja lebih hemat pakai voucher, cek disini:
/

Tersedia juga produk Xiaomi:


Tersedia juga produk Vivo:


Tersedia juga produk Oppo:


Tersedia juga produk Samsung:


NOTE SEBELUM MEMBELI:
- Barang yang dijual adalah BNIB ( Brand New In Box ) kita tidak jual barang bekas ataupun refurbish
- Untuk product Oppo, Vivo dan Realme segel terlebih dahulu kita buka sebelum di kirim, untuk di ambil & di registrasi kartu garansi.
- Spesifikasi lengkap dapat dicek melalui website resmi masing- masing produk.
- Kerusakan dan kehilangan saat pengiriman diluar tanggung jawab kami.","https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/8/4/665eb710-4e74-4d55-99a0-15945f6a789c.jpg.webp?ect=4g",3365000.0,4.9,"Distributor Ponsel"
"Xiaomi Official Mi 10T Pro 8/128GB Snapdragon 865 Smartphone 5000mAh - Cosmic Black","Xiaomi Official Store Garansi Resmi

Xiaomi Mi 10T Pro merupakan flagship 5G tingkat berikutnya dilengkapi dengan 108MP triple kamera AI, 144Hz tampilan AdaptiveSync dengan TrueColor, prosesor Qualcomm® Snapdragon™ 865 dengan 5G, dan memiliki kapasitas baterai 5000mAh (typ) dengan pengisian daya cepat 33W.

Xiaomi Mi 10T Pro dilengkapi dengan kamera utama 108MP, memiliki kamera ultra-wide angle FoV hingga 123°

Xiaomi Mi 10T Pro menggunakan prosesor yang kuat dan cepat yaitu Qualcomm® Snapdragon™ 865 dengan 5G, chipset 5G terbaik tahun 2020. Peningkatan performa CPU, GPU, dan AI yang tinggi, memberikan pengalaman 5G yang cepat, serta mendukung Wi-Fi 6.

Xiaomi Mi 10T Pro memiliki baterai berkapasitas besar 5000mAh, lebih stabil dan efisien serta dapat melakukan pengisian daya cepat 33W. Menggabungkan teknologi MMT yang inovatif dan teknologi Mi Fast Charge. Mengisi daya 100% hanya dalam 59 menit.

warranty 24 months

Spesifikasi:

Dimensi: Tinggi: 165.1mm | Lebar: 76.4mm | Tebal: 9.33mm
Berat: 218g
Prosesor: Qualcomm® Snapdragon™ 865 dengan 5G | CPU Octa-core, hingga 2,84 GHz
Penyimpanan & RAM: 8GB + 128 GB
Kamera Belakang: 108MP + 13MP + 5MP
Resolusi: 2400 x 1080 FHD +
Baterai dan Pengisian: 5000mAh (typ) * / 4900mAh | 33W kabel pengisian cepat
Jaringan dan Konektivitas: Dual kartu nano-SIM | Mendukung 5G / 4G + / 4G / 3G / 2G
NFC: Multifunctional NFC
Keamanan: Sensor sidik jari, AI face lock
Audio: MP3, FLAC, APE, AAC, OGG , WAV, WMA, AMR, AWB
Video: MP4 丨 M4V 丨 MKV 丨 AVI 丨 WMV 丨 WEBM 丨 3GP 丨 3G2 丨 ASF
Sensor: Proximity sensor | Ambient light sensor | Accelerometer | Gyroscope | Electronic compass | X-axis linear motor | IR Blaster


Isi Paket Pembelian:

Mi 10T Pro
Adaptor daya
Kabel USB-C
